news_title,news_text
Bengal govt not allowing trains with migrants to reach state: Shah,"
Union Home Minister Amit Shah has written to West Bengal CM Mamata Banerjee alleging the Centre is not getting the ""expected support"" from the state government to help migrant workers reach home. ""The state is not allowing the trains to reach West Bengal. This is injustice with migrant labourers,"" he alleged. ""This will create further hardship for them,"" Shah added.

short by Atul Mishra / 
      02:49 pm on 09 May

"
"Andhra reports 43 new COVID-19 cases, 3 deaths in 24 hours","
Andhra Pradesh has reported 43 new coronavirus cases and three deaths in the last 24 hours, the state health department has stated. With this, the total number of cases has risen to 1,930 while the death toll has risen to 44. Further, nearly 890 coronavirus patients have been discharged in the state.

short by Aarushi Maheshwari / 
      02:43 pm on 09 May

"
"COVID-19 cases in Punjab exceed 1,700, death toll reaches 29","
Eighty-seven new COVID-19 cases were reported in Punjab on Friday, taking the total number of cases in the state to 1,731, the state health department has stated. Among the fresh coronavirus cases, 49 were pilgrims from Nanded in Maharashtra. Meanwhile, the death toll in the state rose to 29 after a 74-year-old coronavirus patient passed away. 

short by Aarushi Maheshwari / 
      03:06 pm on 09 May

"
"Jharkhand reports highest single-day spike of 22 cases, total reaches 154","
Jharkhand reported its highest single-day spike of 22 fresh COVID-19 cases on Friday, taking the total number of cases in the state to 154, the state health department has said. Twenty of the fresh cases are from Garhwa district, while two are from Koderma. Meanwhile, 52 coronavirus patients have recovered in the state and three have passed away. 

short by Aarushi Maheshwari / 
      12:16 pm on 09 May

"
Scientists create the fastest 'soft' robot yet inspired by cheetahs,"
Inspired by cheetahs, the fastest creatures on land, researchers have developed the fastest-moving soft robot on solid surfaces and in water. The ""LEAP"" has a spring-powered ""bistable"" spine, which lets it exert more force and gallop across the surface, meaning that its feet leave the ground. ""Previous soft robots remained in contact with ground, which limits their speed,"" researchers said.

short by Dharna / 
      02:51 pm on 09 May

"
Scientists find honey bees can trigger 'virgin births' with a single gene,"
Sydney University researchers have identified a single gene that determines how South Africa's Cape honey bees reproduce without ever having sex. The 'GB45239' on chromosome 11 allows worker bees to lay eggs that only produce females, instead of the normal males that other bees do. When a colony loses its queen, workers compete to give birth to the next queen.

short by Dharna / 
      12:17 pm on 09 May

"
"Ex-Chhattisgarh CM Ajit Jogi suffers cardiac arrest, put on ventilator","
Former Chhattisgarh Chief Minister Ajit Jogi was rushed to the hospital on Saturday afternoon after he suffered a cardiac arrest at home. The 74-year-old has been put on the ventilator and his condition is critical, the Shree Narayana Hospital in Raipur stated. Jogi had served as the first CM of Chhattisgarh from 2000 to 2003.

short by Aarushi Maheshwari / 
      02:54 pm on 09 May

"
"India's recovery rate has risen to 29.9%, fatality rate remains 3.3%: Govt","
The fatality rate of coronavirus continues to be around 3.3% in India while the recovery rate has climbed up to 29.9%, Union Health Minister Dr Harsh Vardhan stated on Saturday. Dr Vardhan added that the doubling rate of cases for the last 3 days has been about 11 days, while for the last 7 days it has been 9.9 days.

short by Aarushi Maheshwari / 
      12:49 pm on 09 May

"
Govt hikes market borrowing target by 54% to ₹12 lakh crore,"
The government has raised its gross market borrowing estimate for the current financial year by 54% as it seeks more funds to deal with the economic impact of COVID-19. It hiked the borrowing target to ₹12 lakh crore, up from the previously budgeted ₹7.8 lakh crore. Reports said this may widen India's fiscal deficit to 5.5% from the targeted 3.5%.

short by Dharna / 
      01:36 pm on 09 May

"
"Defaulters flee India after cheating banks of ₹414cr, SBI complains after 4 yrs  ","
CBI has filed a case against Delhi-based rice exporter Ram Dev International for allegedly cheating six banks to the tune of ₹414 crore. SBI in its complaint said three of the company's promoters were missing when banks conducted a joint inspection in 2016 and have fled the country. SBI added ""there is absolutely no delay caused in filing the complaint"".

short by Krishna Veera Vanamali / 
      01:19 pm on 09 May

"
Regret not getting to do roles that suited my potential: Celina,"
Celina Jaitly has said she regrets that she never got to do the roles that suited her potential as an actor. ""I had no one to guide me...I'm an outsider,"" she added. Celina further said winning a pageant put her in a box in Bollywood, adding, ""I reached the point where I was like, I cannot deal with this anymore.""

short by Vidushi Mishra / 
      02:49 pm on 09 May

"
Please come back: Deepika on video of her playing tennis with Irrfan,"
Deepika Padukone on Saturday posted an old video from the sets of 'Piku' wherein she can be seen playing tennis with late actor Irrfan Khan. ""Please come back! #irrfankhan,"" she wrote along with a broken heart emoji. On Friday, Deepika had shared a throwback picture with Irrfan as 'Piku' completed five years and wrote, ""Rest in peace my dear friend.""

short by Vidushi Mishra / 
      01:33 pm on 09 May

"
No need to bring in the army in Mumbai: Maha CM amid lockdown,"
Maharashtra CM Uddhav Thackeray on Friday said that there's no need to bring in the Army in Mumbai, amid coronavirus lockdown. ""Our police are very capable...we've sought additional manpower from the Centre...later the police will be given relief in phases,"" he added. Commenting on lockdown, Thackeray said that people will decide whether the lockdown needs to be extended.

short by Atul Mishra / 
      02:21 pm on 09 May

"
"Kim Jong-un writes letter to Putin on WWII anniversary, coronavirus fight","
North Korea says leader Kim Jong-un sent a letter to Russian President Vladimir Putin to congratulate him on the 75th anniversary of the allied victory in World War II and wishing Russia success in fighting coronavirus outbreak. Kim's message said, ""sincerely wished the president and people of Russia sure victory...to prevent the spread of the novel coronavirus infection.""

short by Kirti Joshi / 
      01:08 pm on 09 May

"
Doctor attached to Mumbai's Byculla Jail tests COVID-19 positive,"
A doctor attached to Byculla Jail located in central Mumbai has tested COVID-19 positive, officials said on Friday. This comes after 77 inmates of the Arthur Road Jail and 26 staffers were detected with the infection. ""The jail was already locked down. So those supplying vegetables and milk may have carried the disease there,"" Home Minister Anil Deshmukh said.

short by Atul Mishra / 
      11:56 am on 09 May

"
Yogi govt launches app for migrants coming to UP,"
Chief Minister Yogi Adityanath on Friday launched the 'Pravasi Rahat Mitra App' intended to give assistance to those migrant workers returning from other states. ""The objective is to help those coming to UP from other states get benefits of government schemes, keep a watch on their health, and especially help them get jobs,"" state revenue department said in a statement.

short by Kirti Joshi / 
      12:32 pm on 09 May

"
35% of those who registered to return to native states staying back: Punjab CM,"
Punjab CM Captain Amarinder Singh said almost 35% of those migrants who had registered to return to their native states have for now decided to stay back in Punjab, amid COVID-19 pandemic. Reportedly, around 11.5 lakh migrants had registered for the same. An official said out of every 2,000 migrants, only about 1,200 were turning up to board the trains.

short by Atul Mishra / 
      01:09 pm on 09 May

"
